STOCK NAME,STANDARDISED STOCK NAME,CODE,ANNUAL_REPORT_2018,INVESTMENT_CHANNEL,DATA AVAILIABITY,SECTOR
WILTON RESOURCES CORPORATION LIMITED,WILTON RESOURCES CORPORATION LIMITED,5F7,https://links.sgx.com/1.0.0/corporate-announcements/JW5G2HYIIY05QQ77/Wilton%20-%20Revised%20Annual%20Report%20FY2018.pdf,STOCKS,Yes,Materials
WINAS LIMITED,WINAS LIMITED,5CN,,STOCKS,No,Industrials
WING TAI HOLDINGS LIMITED,WING TAI HOLDINGS LIMITED,W05,https://links.sgx.com/1.0.0/corporate-announcements/Q25ASNQ3Z2ST2PLN/Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
WONG FONG INDUSTRIES LTD,WONG FONG INDUSTRIES LIMITED,1A1,https://links.sgx.com/1.0.0/corporate-announcements/F0FYRH06RJJ6NAIL/Wong%20Fong%20Industries%20Limited_Annual%20report_FY2018.pdf,STOCKS,Yes,Industrials
WORLD CLASS GLOBAL LIMITED,WORLD CLASS GLOBAL LIMITED,1.00E+06,https://links.sgx.com/1.0.0/corporate-announcements/Z5PFHPV9STS0Q8GV/World%20Class%20Global%20Limited%20Annual%20Report%202018.pdf,STOCKS,Yes,Real Estate
WORLD PRECISION MACHINERY LIMITED,WORLD PRECISION MACHINERY LIMITED,B49,https://links.sgx.com/1.0.0/corporate-announcements/S75X5GIZXXFEDP35/Annual%20Report%20FY2018.pdf,STOCKS,Yes,Industrials
XMH HOLDINGS LTD.,XMH HOLDINGS LIMITED,BQF,https://links.sgx.com/1.0.0/corporate-announcements/J24KXS84WGVGMJWS/XMH%20-%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
Y VENTURES GROUP LTD.,Y VENTURES GROUP LIMITED,1F1,https://links.sgx.com/1.0.0/corporate-announcements/MNBIC180Q3PUHIJ0/Y%20Ventures_Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
YAMADA GREEN RESOURCES LIMITED,YAMADA GREEN RESOURCES LIMITED,BJV,https://links.sgx.com/1.0.0/corporate-announcements/YCUL7FNXAPQNKEPI/Yamada_AR%202018_SGX.pdf,STOCKS,Yes,Consumer Staples
YANGZIJIANG SHIPBUILDING (HOLDINGS) LTD.,YANGZIJIANG SHIPBUILDING HOLDINGS LIMITED,BS6,https://links.sgx.com/1.0.0/corporate-announcements/5S27L32W3N9J5Z4S/YZJ-Annual_Report-2018.pdf,STOCKS,Yes,Industrials
YANLORD LAND GROUP LIMITED,YANLORD LAND GROUP LIMITED,Z25,https://links.sgx.com/1.0.0/corporate-announcements/VU91OG8UCYDKTIIJ/10-04-2019_Yanlord_AR2018.pdf,STOCKS,Yes,Real Estate
YEO HIAP SENG LTD,YEO HIAP SENG LIMITED,Y03,https://links.sgx.com/1.0.0/corporate-announcements/TFB7IPC12YQA6ERL/01%20YHSL-Annual%20Report%20and%20Sustainability%20Report%20FY2018.pdf,STOCKS,Yes,Consumer Staples
YHI INTERNATIONAL LIMITED,YHI INTERNATIONAL LIMITED,BPF,https://links.sgx.com/1.0.0/corporate-announcements/EJVEGY8PO1MRAFVG/YHI-AR2018.pdf,STOCKS,Yes,Consumer Discretionary
YINDA INFOCOMM LIMITED,YINDA INFOCOMM LIMITED,42F,https://links.sgx.com/1.0.0/corporate-announcements/B0EL3O6THSX77FC7/Yinda%20Infocomm%20Limited_Annual%20Report%202018.pdf,STOCKS,Yes,Communication Services
YING LI INTERNATIONAL REAL ESTATE LIMITED,YING LI INTERNATIONAL REAL ESTATE LIMITED,5DM,https://links.sgx.com/1.0.0/corporate-announcements/SIIX9KXZKKZODOCG/Ying%20Li_Annual%20Report%20FY2018.pdf,STOCKS,Yes,Real Estate
YOMA STRATEGIC HOLDINGS LTD.,YOMA STRATEGIC HOLDINGS LIMITED,Z59,https://links.sgx.com/1.0.0/corporate-announcements/5KKV48SKLF0YTBVR/YOMA_AR%20FY2018.pdf,STOCKS,Yes,Real Estate
YONGMAO HOLDINGS LIMITED,YONGMAO HOLDINGS LIMITED,BKX,https://links.sgx.com/1.0.0/corporate-announcements/2HYWTMN7H00GC8SL/Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
YONGNAM HOLDINGS LIMITED,YONGNAM HOLDINGS LIMITED,AXB,https://links.sgx.com/1.0.0/corporate-announcements/0R28XS3CX5H2BRHY/YHL-Annual_Report2018.pdf,STOCKS,Yes,Industrials
YORKSHINE HOLDINGS LIMITED,YORKSHINE HOLDINGS LIMITED,MR8,https://links.sgx.com/1.0.0/corporate-announcements/ARWKG9VGTSFGKXG7/ew1048_Singapore.pdf,STOCKS,Yes,Industrials
YOUNGONE CORPORATION GDR,YOUNGONE CORPORATION GDR,,,GDR,No,
YTL STARHILL GLOBAL REIT MANAGEMENT LIMITED,YTL STARHILL GLOBAL REIT MANAGEMENT LIMITED,P40U,https://links.sgx.com/1.0.0/corporate-announcements/SR8L6MEZYI6DMS0Y/Starhill%20Global%20REIT%20Annual%20Report%202018.pdf,REIT,Yes,Real Estate
YUNNAN ENERGY INTERNATIONAL CO. LIMITED,YUNNAN ENERGY INTERNATIONAL COMPANY LIMITED,T43,https://links.sgx.com/1.0.0/corporate-announcements/UKEJAYPDFSFMRWII/e1298_190327_AR.PDF,STOCKS,Yes,Health Care
YUUZOO NETWORKS GROUP CORPORATION,YUUZOO NETWORKS GROUP CORPORATION,AFC,,STOCKS,No,Information Technology
ZHENENG JINJIANG ENVIRONMENT HOLDING COMPANY LIMITED,ZHENENG JINJIANG ENVIRONMENT HOLDING COMPANY LIMITED,BWM,http://en.jinjiang-env.com/uploadfiles/201905/15577967714952.pdf,STOCKS,Yes,Utilities
ZHONGMIN BAIHUI RETAIL GROUP LTD.,ZHONGMIN BAIHUI RETAIL GROUP LIMITED,5SR,https://links.sgx.com/1.0.0/corporate-announcements/XMB3RGJPQGRUCP8F/ZMBH%20Annual%20Report%202018.pdf,STOCKS,Yes,Consumer Discretionary
ZHONGXIN FRUIT AND JUICE LIMITED,ZHONGXIN FRUIT AND JUICE LIMITED,5EG,https://links.sgx.com/1.0.0/corporate-announcements/3NZ0Q65BN0DJVYNS/Zhongxin-Annual_Report-2018.pdf,STOCKS,Yes,Consumer Staples
ZICO HOLDINGS INC.,ZICO HOLDINGS INC,40W,https://links.sgx.com/1.0.0/corporate-announcements/PDO0WRAEOGPSZJBW/ZICO%20Holdings%20Inc.%20Annual%20Report%202018.pdf,STOCKS,Yes,Industrials
